1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,label,Ct
8372,8299,8535,8598,8566,8527,8544,8530,8573,8566,8481,8530,8533,8438,8460,8582,8564,8577,8919,9439,10288,11309,12379,13491,14678,15701,16617,17478,18105,18607,19106,19440,19890,19970,20372,20570,20550,20817,21010,21048,1,20.46
